date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2016-03-25,10256.41,10371.523,10339.684,10223.16,209957248,56.005,0.55,10360.794,10043.075,9781.433,269090198.4,243310843.2,227942400.4
2016-03-28,10399.165,10494.203,10276.84,10248.266,239851376,-62.844,-0.61,10337.333,10104.246,9840.407,249437542.4,246638281.6,229502249.2
2016-03-29,10259.713,10278.998,10094.712,10024.059,207050080,-182.128,-1.77,10287.459,10156.299,9879.042,235016262.4,250188443.2,229349302.8
2016-03-30,10187.64,10445.691,10445.691,10187.64,230625504,350.979,3.48,10288.121,10253.965,9913.009,231568016,257394036.8,227391902.8
2016-03-31,10494.523,10552.578,10455.369,10426.448,250739232,9.678,0.09,10322.459,10320.317,9947.676,227644688,259175568,225495517.2
2016-04-01,10410.679,10442.299,10379.647,10224.372,215708416,-75.722,-0.72,10330.452,10345.623,9989.823,228794921.6,248942560,223256109.2
2016-04-05,10393.65,10656.152,10640.268,10373.539,262935840,260.621,2.51,10403.137,10370.235,10036.645,233411814.4,241424678.4,226468602
2016-04-06,10604.231,10696.034,10683.857,10570.143,261054416,43.589,0.41,10520.966,10404.213,10084.202,244212681.6,239614472,227971619.6
2016-04-07,10719.268,10743.23,10504.882,10504.882,266086464,-178.975,-1.68,10532.805,10410.463,10133.289,251304873.6,241436444.8,232259900.4
2016-04-08,10425.014,10457.009,10413.54,10288.796,222155696,-91.342,-0.87,10524.439,10423.449,10184.448,245588166.4,236616427.2,235816440.4
2016-04-11,10513.868,10667.036,10609.595,10513.868,245676240,196.055,1.88,10570.428,10450.44,10246.758,251581731.2,240188326.4,241749584.8
2016-04-12,10600.795,10624.591,10533.405,10430.311,217142976,-76.19,-0.72,10549.056,10476.097,10290.171,242423158.4,237917486.4,242277884
2016-04-13,10599.215,10810.408,10684.921,10599.215,310650976,151.516,1.44,10549.269,10535.118,10345.708,252342470.4,248277576,249233009.6
2016-04-14,10741.647,10771.959,10771.614,10651.92,240663856,86.693,0.81,10602.615,10567.71,10410.837,247257948.8,249281411.2,253337724
2016-04-15,10774.488,10784.597,10733.635,10680.743,218468768,-37.979,-0.35,10666.634,10595.536,10457.927,246520563.2,246054364.8,252614966.4
2016-04-18,10665.44,10665.44,10568.93,10508.979,208783392,-164.705,-1.53,10658.501,10614.465,10480.044,239141993.6,245361862.4,247152211.2
2016-04-19,10618.835,10649.246,10602.464,10531.542,188697184,33.534,0.32,10672.313,10610.684,10490.46,233452835.2,237937996.8,239681337.6
2016-04-20,10632.07,10647.094,10164.744,10011.567,304527936,-437.72,-4.13,10568.277,10558.773,10481.493,232228227.2,242285348.8,240949910.4
2016-04-21,10120.114,10242.362,10058.801,10049.349,213752864,-105.943,-1.04,10425.715,10514.165,10462.314,226846028.8,237051988.8,239244216.8
2016-04-22,9995.124,10151.764,10151.764,9976.045,170672528,92.963,0.92,10309.341,10487.987,10455.718,217286780.8,231903672,234260049.6
2016-04-25,10122.126,10137.745,10106.787,9986.393,154085296,-44.977,-0.44,10216.912,10437.707,10444.073,206347161.6,222744577.6,231466452
2016-04-26,10095.959,10209.901,10209.901,10076.744,151350992,103.114,1.02,10138.399,10405.356,10440.726,198877923.2,216165379.2,227041432.8
2016-04-27,10221.826,10279.087,10174.159,10159.497,169442960,-35.742,-0.35,10140.282,10354.28,10444.699,171860928,202044577.6,225161076.8
2016-04-28,10178.237,10198.953,10149.909,9990.671,169807424,-24.25,-0.24,10158.504,10292.109,10429.91,163071840,194958934.4,222120172.8
2016-04-29,10111.614,10196.923,10141.541,10100.183,140358944,-8.368,-0.08,10156.459,10232.9,10414.218,157009123.2,187147952,216601158.4
2016-05-03,10144.153,10441.92,10441.92,10105.799,203638720,300.379,2.96,10223.486,10220.199,10417.332,166919808,186633484.8,215997673.6
2016-05-04,10401.675,10498.315,10422.802,10389.771,205626896,-19.118,-0.18,10266.066,10202.233,10406.459,177774988.8,188326456,213132226.4
2016-05-05,10403.55,10480.221,10474.013,10372.216,180871152,51.211,0.49,10326.037,10233.16,10395.966,180060627.2,175960777.6,209123063.2
2016-05-06,10473.303,10501.435,10100.535,10100.535,259249728,-373.478,-3.57,10316.162,10237.333,10375.749,197949088,180510464,208781226.4
2016-05-09,10018.507,10018.507,9790.477,9747.872,201947424,-310.058,-3.07,10245.949,10201.204,10344.596,210266784,183637953.6,207770812.8
2016-05-10,9770.303,9836.976,9793.214,9738.518,136891200,2.737,0.03,10116.208,10169.847,10303.777,196917280,181918544,202331560.8
2016-05-11,9848.324,9904.531,9781.15,9743.075,154095616,-12.064,-0.12,9987.878,10126.972,10266.164,186611024,182193006.4,199179192.8
2016-05-12,9664.28,9801.201,9796.581,9544.123,156009504,15.431,0.16,9852.391,10089.214,10221.747,181638694.4,180849660.8,191447119.2
2016-05-13,9769.129,9880.694,9759.267,9710.167,142455936,-37.314,-0.38,9784.138,10050.15,10171.13,158279936,178114512,186536723.2
2016-05-16,9729.793,9910.082,9910.082,9690.329,149063776,150.815,1.54,9808.059,10027.004,10129.952,147703206.4,178984995.2,183066473.6
2016-05-17,9918.435,10007.382,9908.791,9839.858,177572080,-1.291,-0.01,9831.174,9973.691,10096.945,155839382.4,176378331.2,181505908
2016-05-18,9835.581,9835.581,9694.776,9591.176,177671440,-214.015,-2.16,9813.899,9900.889,10051.561,160554547.2,173582785.6,180954620.8
2016-05-19,9684.117,9847.215,9733.736,9684.117,156519120,38.96,0.4,9801.33,9826.861,10030.01,160656470.4,171147582.4,173554180
2016-05-20,9657.745,9816.752,9816.752,9628.984,149982320,83.016,0.85,9812.827,9798.483,10017.908,162161747.2,160220841.6,170365652.8
2016-05-23,9839.782,9937.829,9918.164,9839.763,168995984,101.412,1.03,9814.444,9811.251,10006.228,166148188.8,156925697.6,170281825.6
2016-05-24,9903.17,9903.17,9821.698,9765.654,155743072,-96.466,-0.97,9797.025,9814.1,9991.973,161782387.2,158810884.8,170364714.4
2016-05-25,9883.939,9930.807,9784.597,9756.524,151806992,-37.101,-0.38,9814.989,9814.444,9970.708,156609497.6,158582022.4,170387514.4
2016-05-26,9766.081,9826.144,9826.144,9605.447,166070288,41.547,0.42,9833.471,9817.401,9953.307,158519731.2,159588100.8,170218880.8
2016-05-27,9798.344,9878.741,9813.631,9775.219,159719984,-12.513,-0.13,9832.847,9822.837,9936.494,160467264,161314505.6,169714508.8
2016-05-30,9756.874,9847.699,9768.84,9681.24,138615552,-44.791,-0.46,9802.982,9808.713,9917.859,154391177.6,160269683.2,169627339.2
2016-05-31,9786.002,10159.934,10159.934,9786.002,255837040,391.094,4,9870.629,9833.827,9903.759,174409971.2,168096179.2,172237255.2
